Source.Name;joueur;Position;Club;Numéro;Âge;Taille;Valeur de transfert
colombie.csv;;DD;Independiente;4;34;178 cm;1,1 M €
colombie.csv;;;;;;;
colombie.csv;Santiago Arias;;;;;;
colombie.csv;;DC;Bologna;3;27;185 cm;19,4 M €
colombie.csv;;;;;;;
colombie.csv;Jhon Lucumí;;;;;;
colombie.csv;;DC;Cagliari;13;31;195 cm;2,4 M €
colombie.csv;;;;;;;
colombie.csv;Yerry Mina;;;;;;
colombie.csv;;DC;Cruz Azul;18;29;180 cm;5,9 M €
colombie.csv;;;;;;;
colombie.csv;Willer Ditta;;;;;;
colombie.csv;;DC, DD;Galatasaray;23;29;187 cm;16,9 M €
colombie.csv;;;;;;;
colombie.csv;Davinson Sánchez;;;;;;
colombie.csv;;DG, DLG;Mallorca;17;33;185 cm;1,5 M €
colombie.csv;;;;;;;
colombie.csv;Johan Mojica;;;;;;
colombie.csv;;DG, MG, DLG;Nantes;22;32;172 cm;1,6 M €
colombie.csv;;;;;;;
colombie.csv;Deiver Machado;;;;;;
colombie.csv;;DLD, MD, DD;Crystal Palace;2;30;183 cm;30 M €
colombie.csv;;;;;;;
colombie.csv;Daniel Muñoz;;;;;;
colombie.csv;;MD, MC;Benfica;6;26;180 cm;22,5 M €
colombie.csv;;;;;;;
colombie.csv;Richard Ríos;;;;;;
colombie.csv;;MD;Racing Santander;14;22;173 cm;5,9 M €
colombie.csv;;;;;;;
colombie.csv;Gustavo Puerta;;;;;;
colombie.csv;;MD, MC;Athletico Paranaense;15;27;183 cm;3 M €
colombie.csv;;;;;;;
colombie.csv;Juan Portilla;;;;;;
colombie.csv;;MD, DC, MC;Crystal Palace;16;31;179 cm;5,3 M €
colombie.csv;;;;;;;
colombie.csv;Jefferson Lerma;;;;;;
colombie.csv;;MC, MD;River Plate;5;25;177 cm;7 M €
colombie.csv;;;;;;;
colombie.csv;Kevin Castaño;;;;;;
colombie.csv;;MO, AD, ATT;Minnesota United;10;34;180 cm;965,6 k €
colombie.csv;;;;;;;
colombie.csv;James Rodríguez;;;;;;
colombie.csv;;MO, AD, MD;River Plate;20;33;168 cm;1,2 M €
colombie.csv;;;;;;;
colombie.csv;Juan Quintero;;;;;;
colombie.csv;;AD, MO, AG, MD;Flamengo;8;28;168 cm;8,5 M €
colombie.csv;;;;;;;
colombie.csv;Jorge Carrascal;;;;;;
colombie.csv;;AD, AG, MC, ATT, MO, MD, MG;Palmeiras;11;28;168 cm;15,9 M €
colombie.csv;;;;;;;
colombie.csv;Jhon Arias;;;;;;
colombie.csv;;AG;Bayern München;7;29;180 cm;89,2 M €
colombie.csv;;;;;;;
colombie.csv;Luis Díaz;;;;;;
colombie.csv;;AG, MG, MO;Rosario Central;21;26;168 cm;3,3 M €
colombie.csv;;;;;;;
colombie.csv;Jaminton Campaz;;;;;;
colombie.csv;;AG, AD;Vasco da Gama;26;23;181 cm;8,5 M €
colombie.csv;;;;;;;
colombie.csv;Andrés Gómez;;;;;;
colombie.csv;;ATT;FC Krasnodar;9;33;188 cm;9,1 M €
colombie.csv;;;;;;;
colombie.csv;Jhon CórdobaBlessure au genou - Inconnu;;;;;;
colombie.csv;;ATT;Real Betis;19;27;176 cm;19,5 M €
colombie.csv;;;;;;;
colombie.csv;Juan Hernández;;;;;;
colombie.csv;;ATT;Sporting CP;25;28;185 cm;27,6 M €
colombie.csv;;;;;;;
colombie.csv;Luis Suárez;;;;;;
coree_du_sud.csv;;Entraineur;Corée du Sud;;57;;
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Myung-Bo Hong;;;;;;
coree_du_sud.csv;;GA;FC Tokyo;1;35;187 cm;428,1 k €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Seung-Gyu Kim;;;;;;
coree_du_sud.csv;;GA;Jeonbuk Hyundai Motors FC;12;28;194 cm;802,3 k €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Bum-Keun Song;;;;;;
coree_du_sud.csv;;GA;Ulsan HD FC;21;34;189 cm;348,1 k €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Hyeon-Woo Jo;;;;;;
coree_du_sud.csv;;DD, DLD;Daejeon Hana Citizen;15;30;172 cm;703,6 k €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Moon-Hwan Kim;;;;;;
coree_du_sud.csv;;DD, DLD, DG, MO;FK Crvena Zvezda;22;27;180 cm;4,8 M €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Young-Woo Seol;;;;;;
coree_du_sud.csv;;DC;FC Midtjylland;2;23;188 cm;1,9 M €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Han-Beom Lee;;;;;;
coree_du_sud.csv;;DC, MC, DG;Gangwon FC;3;25;184 cm;587,2 k €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Gi-Hyuk Lee;;;;;;
coree_du_sud.csv;;DC;Bayern München;4;29;188 cm;28,3 M €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Min-Jae Kim;;;;;;
coree_du_sud.csv;;DC;Kashima Antlers;5;25;186 cm;750 k €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Tae-Hyeon Kim;;;;;;
coree_du_sud.csv;;DC;Jeonbuk Hyundai Motors FC;14;24;189 cm;600 k €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Wi-Je Cho;;;;;;
coree_du_sud.csv;;DLG, MG, DG;Austria Wien;13;23;174 cm;1,5 M €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Tae-Seok Lee;;;;;;
coree_du_sud.csv;;DLG, MG, MC, DLD, MO, MD, AG;Borussia Mönchengladbach;23;22;177 cm;8,1 M €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Jens Castrop;;;;;;
coree_du_sud.csv;;MD, MC, MO;Feyenoord;6;29;177 cm;6,7 M €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;In-Beom HwangBlessure à la cheville - Inconnu;;;;;;
coree_du_sud.csv;;MD, MC, MO;Birmingham City;8;29;180 cm;1,7 M €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Seung-Ho Paik;;;;;;
coree_du_sud.csv;;MD, DC;Zhejiang Professional;16;30;184 cm;736,1 k €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Jin-Seob Park;;;;;;
coree_du_sud.csv;;MC, MO, MG, AG, ATT, MD;Mainz 05;10;33;180 cm;1,5 M €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Jae-Sung Lee;;;;;;
coree_du_sud.csv;;MO, MC, AD;Stoke City;17;22;180 cm;530 k €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Jun-Ho Bae;;;;;;
coree_du_sud.csv;;MO, MD, MC;Jeonbuk Hyundai Motors FC;24;29;177 cm;624,4 k €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Jin-Gyu Kim;;;;;;
coree_du_sud.csv;;AD, MC, MD, MO, ATT;Paris Saint-Germain;19;25;173 cm;30,7 M €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Kang-In Lee;;;;;;
coree_du_sud.csv;;AD, AG, DLD, MD;Celtic;20;24;179 cm;3,2 M €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Hyun-Jun Yang;;;;;;
coree_du_sud.csv;;AG, MG, AD;Swansea City;25;24;174 cm;1,9 M €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Ji-Sung Eom;;;;;;
coree_du_sud.csv;;ATT, MO, AG;Los Angeles FC;7;33;184 cm;10,4 M €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Heung-Min Son;;;;;;
coree_du_sud.csv;;ATT, MO, MC;FC Midtjylland;9;28;188 cm;2,3 M €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Gue-Sung Cho;;;;;;
coree_du_sud.csv;;ATT, AG, MO;Wolverhampton Wanderers;11;30;177 cm;9,7 M €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Hee-Chan Hwang;;;;;;
coree_du_sud.csv;;ATT;Beşiktaş;18;25;183 cm;11 M €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Hyun-Gyu Oh;;;;;;
coree_du_sud.csv;;ATT, MO, MD, AD;Ulsan HD FC;26;28;175 cm;854,2 k €
coree_du_sud.csv;;;;;;;
coree_du_sud.csv;Dong-Gyeong Lee;;;;;;
cote_divoire.csv;;Entraineur;Côte d’Ivoire;;42;174 cm;
cote_divoire.csv;;;;;;;
cote_divoire.csv;Emerse Faé;;;;;;
cote_divoire.csv;;GA;Rizespor;1;25;194 cm;4,9 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Yahia Fofana;;;;;;
cote_divoire.csv;;GA;Sporting Charleroi;16;24;186 cm;1,1 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Mohamed Koné;;;;;;
cote_divoire.csv;;GA;Panathinaikos;23;27;191 cm;2,2 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Alban Lafont;;;;;;
cote_divoire.csv;;DD, DC, DLD;Strasbourg;17;23;186 cm;21,6 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Guéla Doué;;;;;;
cote_divoire.csv;;DC;Sporting CP;2;22;190 cm;47,5 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Ousmane Diomande;;;;;;
cote_divoire.csv;;DC, DD;Galatasaray;5;25;190 cm;24,9 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Wilfried Singo;;;;;;
cote_divoire.csv;;DC;Atalanta;7;25;188 cm;20,8 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Odilon Kossounou;;;;;;
cote_divoire.csv;;DC;Beşiktaş;20;28;192 cm;19,1 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Emmanuel Agbadou;;;;;;
cote_divoire.csv;;DC;Roma;21;26;192 cm;36 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Evan N'Dicka;;;;;;
cote_divoire.csv;;DG;Gil Vicente;3;30;176 cm;1,7 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Ghislain Konan;;;;;;
cote_divoire.csv;;DG, AG;Başakşehir;13;29;182 cm;2,3 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Christopher Opéri;;;;;;
cote_divoire.csv;;MD, MC;Nottingham Forest;18;28;191 cm;25,2 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Ibrahim Sangaré;;;;;;
cote_divoire.csv;;MD, MC, MO;Trabzonspor;26;20;173 cm;2,6 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Christ Inao Oulaï;;;;;;
cote_divoire.csv;;MC;Côte d’Ivoire;4;34;168 cm;150 k €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Jean Michaël Seri;;;;;;
cote_divoire.csv;;MC;FC Porto;6;31;183 cm;6 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Seko Fofana;;;;;;
cote_divoire.csv;;MC, MD, MO, DC;Al Ahli;8;29;180 cm;7,1 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Franck Kessié;;;;;;
cote_divoire.csv;;MD, ATT, AD;Villarreal;19;31;178 cm;5 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Nicolas Pépé;;;;;;
cote_divoire.csv;;AD, DLD, MO;Manchester United;15;23;174 cm;60,2 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Amad Diallo;;;;;;
cote_divoire.csv;;AD, AG, MG, MD;RB Leipzig;11;19;180 cm;33,4 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Yan Diomande;;;;;;
cote_divoire.csv;;AD, ATT, AG, MO;Crystal Palace;22;24;185 cm;35,3 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Evann Guessand;;;;;;
cote_divoire.csv;;AG, MG, ATT, DLG;Monaco;10;24;175 cm;25,2 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Simon Adingra;;;;;;
cote_divoire.csv;;AG, MG, ATT, DLG, MD;Hoffenheim;24;20;178 cm;26,3 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Bazoumana Touré;;;;;;
cote_divoire.csv;;AG, MG;Sporting Charleroi;25;25;169 cm;2,1 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Parfait Guiagon;;;;;;
cote_divoire.csv;;ATT;Inter;9;22;189 cm;29,6 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Ange-Yoan Bonny;;;;;;
cote_divoire.csv;;ATT;Nice;12;23;184 cm;17,7 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Elye Wahi;;;;;;
cote_divoire.csv;;ATT;Cercle Brugge;14;22;188 cm;7,1 M €
cote_divoire.csv;;;;;;;
cote_divoire.csv;Oumar Diakité;;;;;;
croatie.csv;;Entraineur;Croatie;;59;;
croatie.csv;;;;;;;
croatie.csv;Zlatko Dalic;;;;;;
croatie.csv;;GA;Dinamo Zagreb;1;31;188 cm;3,9 M €
croatie.csv;;;;;;;
croatie.csv;Dominik Livakovic;;;;;;
croatie.csv;;GA;Hull City;12;26;187 cm;2,7 M €
croatie.csv;;;;;;;
croatie.csv;Ivor Pandur;;;;;;
croatie.csv;;GA;FC København;23;26;186 cm;7,9 M €
croatie.csv;;;;;;;
croatie.csv;Dominik Kotarski;;;;;;
croatie.csv;;DD, DG, DC, DLD;Bayern München;2;26;186 cm;39,8 M €
croatie.csv;;;;;;;
croatie.csv;Josip Stanisic;;;;;;
croatie.csv;;DC;Fiorentina;3;28;189 cm;11,4 M €
croatie.csv;;;;;;;
croatie.csv;Marin Pongracic;;;;;;
croatie.csv;;DC, DG;Manchester City;4;24;185 cm;75,8 M €
croatie.csv;;;;;;;
croatie.csv;Josko Gvardiol;;;;;;
croatie.csv;;DC;Real Sociedad;5;29;186 cm;2,3 M €
croatie.csv;;;;;;;
croatie.csv;Duje Caleta-Car;;;;;;
croatie.csv;;DC;Ajax;6;26;190 cm;16,8 M €
croatie.csv;;;;;;;
croatie.csv;Josip Sutalo;;;;;;
croatie.csv;;DC;Hamburger SV;22;19;193 cm;32,2 M €
croatie.csv;;;;;;;
croatie.csv;Luka Vuskovic;;;;;;
croatie.csv;;DC;FC Midtjylland;25;28;192 cm;2,4 M €
croatie.csv;;;;;;;
croatie.csv;Martin Erlic;;;;;;
croatie.csv;;MD, MC;Bologna;7;28;183 cm;6 M €
croatie.csv;;;;;;;
croatie.csv;Nikola Moro;;;;;;
croatie.csv;;MD;Manchester City;8;32;178 cm;12 M €
croatie.csv;;;;;;;
croatie.csv;Mateo Kovacic;;;;;;
croatie.csv;;MD, MO, MC, AD;Atalanta;15;31;186 cm;6 M €
croatie.csv;;;;;;;
croatie.csv;Mario Pasalic;;;;;;
croatie.csv;;MD, DD, DC;Augsburg;18;29;181 cm;5,7 M €
croatie.csv;;;;;;;
croatie.csv;Kristijan Jakic;;;;;;
croatie.csv;;MC, MD;Milan;10;40;174 cm;2,2 M €
croatie.csv;;;;;;;
croatie.csv;Luka Modric;;;;;;
croatie.csv;;MC, MD;Inter;17;22;183 cm;34,9 M €
croatie.csv;;;;;;;
croatie.csv;Petar Sucic;;;;;;
croatie.csv;;MD, AD;Orlando City;24;25;177 cm;6,6 M €
croatie.csv;;;;;;;
croatie.csv;Marco Pasalic;;;;;;
croatie.csv;;MO, AD, MD, MC, ATT;Hoffenheim;9;34;177 cm;2,4 M €
croatie.csv;;;;;;;
croatie.csv;Andrej Kramaric;;;;;;
croatie.csv;;MO, MC, AG, ATT;Torino;13;28;178 cm;9,1 M €
croatie.csv;;;;;;;
croatie.csv;Nikola Vlasic;;;;;;
croatie.csv;;MO, ATT, AG, MC;Rijeka;19;25;174 cm;8,9 M €
croatie.csv;;;;;;;
croatie.csv;Toni Fruk;;;;;;
croatie.csv;;MO, ATT, AD;Real Sociedad;21;23;185 cm;13,7 M €
croatie.csv;;;;;;;
croatie.csv;Luka Sucic;;;;;;
croatie.csv;;AG, AD, DLG, MG, ATT;PSV Eindhoven;14;37;186 cm;1,2 M €
croatie.csv;;;;;;;
croatie.csv;Ivan Perisic;;;;;;
croatie.csv;;AG, MO, MD;Como;16;23;172 cm;24 M €
croatie.csv;;;;;;;
croatie.csv;Martin Baturina;;;;;;
croatie.csv;;ATT;Osasuna;11;34;190 cm;2,9 M €
croatie.csv;;;;;;;
croatie.csv;Ante Budimir;;;;;;
croatie.csv;;ATT;Freiburg;20;23;194 cm;9,7 M €
croatie.csv;;;;;;;
croatie.csv;Igor Matanovic;;;;;;
croatie.csv;;ATT;FC Dallas;26;28;190 cm;7,5 M €
croatie.csv;;;;;;;
croatie.csv;Petar Musa;;;;;;
curaçao.csv;;Entraineur;Pays-Bas;;78;;
curaçao.csv;;;;;;;
curaçao.csv;Dick Advocaat;;;;;;
curaçao.csv;;GA;Miami FC;1;37;189 cm;83,7 k €
curaçao.csv;;;;;;;
curaçao.csv;Eloy Room;;;;;;
curaçao.csv;;GA;Telstar;25;24;190 cm;471,4 k €
curaçao.csv;;;;;;;
curaçao.csv;Tyrick Bodak;;;;;;
curaçao.csv;;GA;VVV-Venlo;26;26;188 cm;193,3 k €
curaçao.csv;;;;;;;
curaçao.csv;Trevor Doornbusch;;;;;;
curaçao.csv;;DD;Sparta Rotterdam;2;24;174 cm;1,5 M €
curaçao.csv;;;;;;;
curaçao.csv;Shurandy Sambo;;;;;;
curaçao.csv;;DD, DG, DLD;Kayserispor;20;32;181 cm;678,6 k €
curaçao.csv;;;;;;;
curaçao.csv;Joshua Brenet;;;;;;
curaçao.csv;;DD, MC, MD, DG, DLG;FC Zürich;8;22;191 cm;1 M €
curaçao.csv;;;;;;;
curaçao.csv;Livano Comenencia;;;;;;
curaçao.csv;;DC;Abha;3;32;180 cm;450 k €
curaçao.csv;;;;;;;
curaçao.csv;Juriën Gaari;;;;;;
curaçao.csv;;DC;RKC Waalwijk;4;27;186 cm;119,2 k €
curaçao.csv;;;;;;;
curaçao.csv;Roshon van Eijma;;;;;;
curaçao.csv;;DC;PSV Eindhoven;18;27;184 cm;2,3 M €
curaçao.csv;;;;;;;
curaçao.csv;Armando Obispo;;;;;;
curaçao.csv;;DC;Konyaspor;23;29;184 cm;1,2 M €
curaçao.csv;;;;;;;
curaçao.csv;Riechedly Bazoer;;;;;;
curaçao.csv;;DC, DG;NEC Nijmegen;24;23;178 cm;1,3 M €
curaçao.csv;;;;;;;
curaçao.csv;Deveron Fonville;;;;;;
curaçao.csv;;DG;PEC Zwolle;5;27;181 cm;831,4 k €
curaçao.csv;;;;;;;
curaçao.csv;Sherel Floranus;;;;;;
curaçao.csv;;DLD, MD;Telstar;13;23;182 cm;1,2 M €
curaçao.csv;;;;;;;
curaçao.csv;Tyrese Noslin;;;;;;
curaçao.csv;;MC, MD;RKC Waalwijk;6;26;180 cm;159,3 k €
curaçao.csv;;;;;;;
curaçao.csv;Godfried Roemeratoe;;;;;;
curaçao.csv;;MC, MD, MO, AG, MG, DC, AD;Igdir FK;10;34;187 cm;187,4 k €
curaçao.csv;;;;;;;
curaçao.csv;Leandro Bacuna;;;;;;
curaçao.csv;;MC, MD;FC Den Bosch;22;26;174 cm;243,9 k €
curaçao.csv;;;;;;;
curaçao.csv;Kevin Felida;;;;;;
curaçao.csv;;MO, MC, MD, ATT;FC Volendam;7;28;178 cm;1,5 M €
curaçao.csv;;;;;;;
curaçao.csv;Juninho Bacuna;;;;;;
curaçao.csv;;AD, MO, AG;Middlesbrough;12;24;172 cm;4,4 M €
curaçao.csv;;;;;;;
curaçao.csv;Sontje Hansen;;;;;;
curaçao.csv;;AD, ATT, MO, MG, AG, MC;Rotherham United;15;22;180 cm;673,9 k €
curaçao.csv;;;;;;;
curaçao.csv;Arjany Martha;;;;;;
curaçao.csv;;AD, MD;Sheffield United;21;26;185 cm;2,8 M €
curaçao.csv;;;;;;;
curaçao.csv;Tahith Chong;;;;;;
curaçao.csv;;AG, MG;Kifisia FC;11;24;180 cm;850 k €
curaçao.csv;;;;;;;
curaçao.csv;Jeremy Antonisse;;;;;;
curaçao.csv;;AG, MG;Maccabi Haifa;14;31;177 cm;488,6 k €
curaçao.csv;;;;;;;
curaçao.csv;Kenji GorréBlessure au genou - Inconnu;;;;;;
curaçao.csv;;AG, AD, MG;SK Beveren;16;26;181 cm;537,7 k €
curaçao.csv;;;;;;;
curaçao.csv;Jearl Margaritha;;;;;;
curaçao.csv;;ATT;Miami FC;9;32;185 cm;124,1 k €
curaçao.csv;;;;;;;
curaçao.csv;Jürgen Locadia;;;;;;
curaçao.csv;;ATT, AD, MO;FC Volendam;17;33;178 cm;421,5 k €
curaçao.csv;;;;;;;
curaçao.csv;Brandley Kuwas;;;;;;
curaçao.csv;;ATT, AG, MC;Terengganu;19;29;176 cm;102,3 k €
curaçao.csv;;;;;;;
curaçao.csv;Gervane Kastaneer;;;;;;
egypte.csv;;Entraineur;Égypte;;59;178 cm;
egypte.csv;;;;;;;
egypte.csv;Hossam Hassan;;;;;;
egypte.csv;;GA;Zamalek SC;16;38;189 cm;329,1 k €
egypte.csv;;;;;;;
egypte.csv;El Mahdy SolimanBlessure musculaire - Mi juin 2026;;;;;;
egypte.csv;;GA;Al Ahly SC;23;37;191 cm;437,6 k €
egypte.csv;;;;;;;
egypte.csv;Mohamed El Shenawy;;;;;;
egypte.csv;;GA;El Gouna FC;26;27;188 cm;1,5 M €
egypte.csv;;;;;;;
egypte.csv;Mohamed Alaa;;;;;;
egypte.csv;;GA;Al Ahly SC;26;26;195 cm;1,5 M €
egypte.csv;;;;;;;
egypte.csv;Mostafa Shobeir;;;;;;
egypte.csv;;DD, DC, DLD;Al Ahly SC;3;30;175 cm;1,2 M €
egypte.csv;;;;;;;
egypte.csv;Mohamed Hany;;;;;;
egypte.csv;;DD;ZED FC;24;24;178 cm;503,8 k €
egypte.csv;;;;;;;
egypte.csv;Tarek Alaa;;;;;;
egypte.csv;;DC;Zamalek SC;4;25;193 cm;1,7 M €
egypte.csv;;;;;;;
egypte.csv;Hossam Abdelmaguid;;;;;;
egypte.csv;;DC;Al-Ain;5;33;183 cm;650 k €
egypte.csv;;;;;;;
egypte.csv;Ramy Rabia;;;;;;
egypte.csv;;DC;Nice;6;27;184 cm;2,3 M €
egypte.csv;;;;;;;
egypte.csv;Mohamed AbdelmonemBlessure musculaire - Inconnu;;;;;;
egypte.csv;;DC;Al Ahly SC;6;33;185 cm;330,5 k €
egypte.csv;;;;;;;
egypte.csv;Yasser Ibrahim;;;;;;
egypte.csv;;DG, AG, MD, DLG;Zamalek SC;13;28;177 cm;1,1 M €
egypte.csv;;;;;;;
egypte.csv;Ahmed Fatouh;;;;;;
egypte.csv;;DG, DD, MG;Pyramids FC;15;30;174 cm;358,4 k €
egypte.csv;;;;;;;
egypte.csv;Karim Hafez;;;;;;
egypte.csv;;MD, DC, MC;Al-Wakrah;14;31;180 cm;1,2 M €
egypte.csv;;;;;;;
egypte.csv;Hamdi Fathy;;;;;;
egypte.csv;;MD, MC;Pyramids FC;17;30;186 cm;2 M €
egypte.csv;;;;;;;
egypte.csv;Mohanad Lasheen;;;;;;
egypte.csv;;MD, MC;Al Ahly SC;19;27;176 cm;2,3 M €
egypte.csv;;;;;;;
egypte.csv;Marwan Attia;;;;;;
egypte.csv;;MC, MD;Al Najma;18;30;179 cm;550,6 k €
egypte.csv;;;;;;;
egypte.csv;Nabil Emad Dunga;;;;;;
egypte.csv;;MC, MO, AG, ATT;ZED FC;27;24;170 cm;1,1 M €
egypte.csv;;;;;;;
egypte.csv;Mahmoud Saber;;;;;;
egypte.csv;;MO, MC, MG, ATT;Al Ahly SC;8;28;180 cm;2,3 M €
egypte.csv;;;;;;;
egypte.csv;Emam Ashour;;;;;;
egypte.csv;;AD, ATT, MO;Liverpool;10;33;175 cm;39 M €
egypte.csv;;;;;;;
egypte.csv;Mohamed Salah;;;;;;
egypte.csv;;AD, MD, MO;Real Oviedo;12;24;175 cm;4,3 M €
egypte.csv;;;;;;;
egypte.csv;Haissem Hassan;;;;;;
egypte.csv;;AD, MO, ATT, MC;Al Ahly SC;25;30;175 cm;2,2 M €
egypte.csv;;;;;;;
egypte.csv;Zizo;;;;;;
egypte.csv;;AG, MO, AD, MC, MG, ATT;Al Ahly SC;7;31;181 cm;2,4 M €
egypte.csv;;;;;;;
egypte.csv;Trezeguet;;;;;;
egypte.csv;;Attaquant;Barca Atletic;9;18;182 cm;
egypte.csv;;;;;;;
egypte.csv;Hamza Abdelkarim;;;;;;
egypte.csv;;AG, MG;Pyramids FC;11;29;179 cm;140 k €
egypte.csv;;;;;;;
egypte.csv;Mostafa Zico;;;;;;
egypte.csv;;AG, MO, ATT;Nordsjælland;20;25;178 cm;2 M €
egypte.csv;;;;;;;
egypte.csv;Ibrahim Adel;;;;;;
egypte.csv;;ATT, AG;Manchester City;22;27;180 cm;61,1 M €
egypte.csv;;;;;;;
egypte.csv;Omar Marmoush;;;;;;
equateur.csv;;Entraineur;Argentine;;45;;
equateur.csv;;;;;;;
equateur.csv;Sebastián Beccacece;;;;;;
equateur.csv;;GA;Huracan;1;39;189 cm;1 M €
equateur.csv;;;;;;;
equateur.csv;Hernán Galindez;;;;;;
equateur.csv;;GA;Kifisia FC;12;25;185 cm;850 k €
equateur.csv;;;;;;;
equateur.csv;Moisés Ramirez;;;;;;
equateur.csv;;GA;LDU de Quito;22;30;185 cm;1,1 M €
equateur.csv;;;;;;;
equateur.csv;Gonzalo Valle;;;;;;
equateur.csv;;DC, DD;Internacional;2;29;187 cm;1,4 M €
equateur.csv;;;;;;;
equateur.csv;Félix Torres;;;;;;
equateur.csv;;DC, DD;Club Brugge;4;22;185 cm;41,1 M €
equateur.csv;;;;;;;
equateur.csv;Joel Ordóñez;;;;;;
equateur.csv;;DC;Paris Saint-Germain;6;24;188 cm;75,4 M €
equateur.csv;;;;;;;
equateur.csv;Willian Pacho;;;;;;
equateur.csv;;DC;Tijuana;25;25;191 cm;1,8 M €
equateur.csv;;;;;;;
equateur.csv;Jackson Porozo;;;;;;
equateur.csv;;DG, DC;Arsenal;3;24;184 cm;63,1 M €
equateur.csv;;;;;;;
equateur.csv;Piero Hincapié;;;;;;
equateur.csv;;DG, AG;Genk;24;21;178 cm;5 M €
equateur.csv;;;;;;;
equateur.csv;Yaimar Medina;;;;;;
equateur.csv;;MD, MC, MO;Independiente del Valle;5;26;173 cm;1,2 M €
equateur.csv;;;;;;;
equateur.csv;Jordy Alcívar;;;;;;
equateur.csv;;MD, MC, DD, MD, DLD, DC;Atletico MG;21;27;175 cm;2,8 M €
equateur.csv;;;;;;;
equateur.csv;Alan Franco;;;;;;
equateur.csv;;MD, MC;Chelsea;23;24;178 cm;115,3 M €
equateur.csv;;;;;;;
equateur.csv;Moisés Caicedo;;;;;;
equateur.csv;;MC, MD, AD, MO, MD;Pumas;15;24;170 cm;8,3 M €
equateur.csv;;;;;;;
equateur.csv;Pedro Vite;;;;;;
equateur.csv;;MC, MD, MO, ATT, AD;FC Midtjylland;18;22;189 cm;5,5 M €
equateur.csv;;;;;;;
equateur.csv;Denil Castillo;;;;;;
equateur.csv;;MD, DD, AD, DLD;Atletico MG;17;28;173 cm;2,4 M €
equateur.csv;;;;;;;
equateur.csv;Ángelo Preciado;;;;;;
equateur.csv;;MG, DG, DLG;Milan;7;28;175 cm;18,1 M €
equateur.csv;;;;;;;
equateur.csv;Pervis Estupinán;;;;;;
equateur.csv;;MO, DLD;Royal Antwerp;8;22;174 cm;951 k €
equateur.csv;;;;;;;
equateur.csv;Anthony Valencia;;;;;;
equateur.csv;;AD, MO, ATT;River Plate;10;19;177 cm;11,9 M €
equateur.csv;;;;;;;
equateur.csv;Kendry Páez;;;;;;
